Well,Well_Position,Omit,Sample_Name,Treatment,Tech_Rep,Target_Name,E,Task,Reporter,Quencher,CT,Ct_Mean,Ct_SD,Automatic_Ct_Threshold,Ct_Threshold,Automatic_Baseline,Baseline_Start,Baseline_End,Amp_Status,Comments,Cq_Conf,Tm1,HIGHSD,MTP,Tm2,Tm3,Tm4,CQCONF,EXPFAIL,AMPNC,PlateMap,Unique_Sam_Gene_PlateMap
2,A2,FALSE,d-030123-MIX-12,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,28.885,29.028,0.202,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.987,80.729,N,NA,NA,NA,NA,NA,NA,NA,1,d-030123-MIX-12-APOA5-1
2,A2,FALSE,d-030923-MIX-6,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,27.92,27.784,0.192,TRUE,"15,735.82",TRUE,3,22,Amp,NA,0.991,80.728,N,NA,NA,NA,NA,N,NA,NA,2,d-030923-MIX-6-APOA5-2
2,A2,FALSE,d-030623-MIX-4,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.711,30,0.409,TRUE,"17,141.28",TRUE,3,20,Amp,NA,0.984,80.869,N,NA,NA,NA,NA,NA,NA,NA,3,d-030623-MIX-4-APOA5-3
2,A2,FALSE,d-030323-MIX-5,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,27.523,27.749,0.319,TRUE,"29,985.40",TRUE,3,21,Amp,NA,0.984,80.724,NA,NA,NA,NA,NA,NA,NA,NA,4,d-030323-MIX-5-APOA5-4
2,A2,FALSE,d-110922-MIX-11,MIX,1,APOA5,1.905952376,UNKNOWN,SYBR,None,27.117,27.239,0.172,TRUE,"27,403.13",TRUE,3,21,Amp,NA,0.983,81.032,NA,NA,NA,NA,NA,NA,NA,NA,5,d-110922-MIX-11-APOA5-5
3,A3,FALSE,g-030123-PFHxA-1,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.911,30.45,0.763,TRUE,"30,447.51",TRUE,3,23,Amp,NA,0.985,80.728,Y,NA,NA,NA,NA,NA,NA,NA,1,g-030123-PFHxA-1-APOA5-1
3,A3,FALSE,g-030923-PFHxA-7,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.423,26.477,0.077,TRUE,"15,735.82",TRUE,3,20,Amp,NA,0.986,81.037,N,NA,NA,NA,NA,N,NA,NA,2,g-030923-PFHxA-7-APOA5-2
3,A3,FALSE,g-030623-PFHxA-2,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.437,29.119,0.449,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.974,81.021,N,NA,NA,NA,NA,NA,NA,NA,3,g-030623-PFHxA-2-APOA5-3
3,A3,FALSE,g-030323-PFHxA-5,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.1,26.058,0.059,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.98,81.027,NA,NA,NA,NA,NA,NA,NA,NA,4,g-030323-PFHxA-5-APOA5-4
3,A3,FALSE,g2-110922-PFHxA-4,PFHxA,1,APOA5,1.905952376,UNKNOWN,SYBR,None,26.956,26.922,0.048,TRUE,"27,403.13",TRUE,3,18,Amp,NA,0.992,80.881,NA,NA,NA,NA,NA,NA,NA,NA,5,g2-110922-PFHxA-4-APOA5-5
4,A4,FALSE,j-030123-PFHxS-1,PFHxS,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.627,29.437,0.27,TRUE,"30,447.51",TRUE,3,23,Amp,NA,0.985,80.728,N,NA,NA,NA,NA,NA,NA,NA,1,j-030123-PFHxS-1-APOA5-1
4,A4,FALSE,j-030923-PFHxS-7,PFHxS,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.873,27.127,0.358,TRUE,"15,735.82",TRUE,3,20,Amp,NA,0.986,80.73,N,NA,NA,NA,NA,N,NA,NA,2,j-030923-PFHxS-7-APOA5-2
4,A4,FALSE,j-030623-PFHxS-6,PFHxS,1,APOA5,1.905952,UNKNOWN,SYBR,None,31.382,31.409,0.038,TRUE,"17,141.28",TRUE,3,24,Amp,NA,0.979,80.717,N,NA,NA,NA,NA,NA,NA,NA,3,j-030623-PFHxS-6-APOA5-3
4,A4,FALSE,j-030323-PFHxS-2,PFHxS,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.16,26.071,0.125,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.981,80.876,NA,NA,NA,NA,NA,NA,NA,NA,4,j-030323-PFHxS-2-APOA5-4
4,A4,FALSE,j-110922-PFHxS-12,PFHxS,1,APOA5,1.905952376,UNKNOWN,SYBR,None,26.297,26.216,0.115,TRUE,"27,403.13",TRUE,3,17,Amp,NA,0.986,80.729,NA,NA,NA,NA,NA,NA,NA,NA,5,j-110922-PFHxS-12-APOA5-5
5,A5,FALSE,m-030123-PFOA-1,PFOA,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.128,29.107,0.03,TRUE,"30,447.51",TRUE,3,21,Amp,NA,0.992,80.58,N,NA,NA,NA,NA,NA,NA,NA,1,m-030123-PFOA-1-APOA5-1
5,A5,FALSE,m-030923-PFOA-9,PFOA,1,APOA5,1.905952,UNKNOWN,SYBR,None,25.691,25.851,0.226,TRUE,"15,735.82",TRUE,3,17,Amp,NA,0.988,80.575,N,NA,NA,NA,NA,N,NA,NA,2,m-030923-PFOA-9-APOA5-2
5,A5,FALSE,m-030623-PFOA-4,PFOA,1,APOA5,1.905952,UNKNOWN,SYBR,None,30.419,30.403,0.022,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.99,80.567,N,NA,NA,NA,NA,NA,NA,NA,3,m-030623-PFOA-4-APOA5-3
5,A5,FALSE,m-030323-PFOA-2,PFOA,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.163,26.189,0.037,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.984,80.876,NA,NA,NA,NA,NA,NA,NA,NA,4,m-030323-PFOA-2-APOA5-4
5,A5,FALSE,m-110922-PFOA-12,PFOA,1,APOA5,1.905952376,UNKNOWN,SYBR,None,32.668,32.587,0.114,TRUE,"27,403.13",TRUE,3,23,Amp,NA,0.985,80.883,NA,NA,NA,NA,NA,NA,NA,NA,5,m-110922-PFOA-12-APOA5-5
6,A6,FALSE,p-030123-PFOS-1,PFOS,1,APOA5,1.905952,UNKNOWN,SYBR,None,28.614,28.571,0.061,TRUE,"30,447.51",TRUE,3,20,Amp,NA,0.983,80.733,N,NA,NA,NA,NA,NA,NA,NA,1,p-030123-PFOS-1-APOA5-1
6,A6,FALSE,p-030923-PFOS-2,PFOS,1,APOA5,1.905952,UNKNOWN,SYBR,None,30,29.921,0.111,TRUE,"15,735.82",TRUE,3,25,Amp,NA,0.99,80.882,N,NA,NA,NA,NA,N,NA,NA,2,p-030923-PFOS-2-APOA5-2
6,A6,FALSE,p-030623-PFOS-7,PFOS,1,APOA5,1.905952,UNKNOWN,SYBR,None,28.534,28.765,0.327,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.993,80.872,N,NA,NA,NA,NA,NA,NA,NA,3,p-030623-PFOS-7-APOA5-3
6,A6,FALSE,p-030323-PFOS-5,PFOS,1,APOA5,1.905952,UNKNOWN,SYBR,None,24.301,24.408,0.151,TRUE,"29,985.40",TRUE,3,16,Amp,NA,0.987,80.574,NA,NA,NA,NA,NA,NA,NA,NA,4,p-030323-PFOS-5-APOA5-4
6,A6,FALSE,p-110922-PFOS-3,PFOS,1,APOA5,1.905952376,UNKNOWN,SYBR,None,25.1,25.054,0.066,TRUE,"27,403.13",TRUE,3,17,Amp,NA,0.975,80.883,NA,NA,NA,NA,NA,NA,NA,NA,5,p-110922-PFOS-3-APOA5-5
7,A7,FALSE,a-030523-Control-12,Control,1,APOA5,1.905952,UNKNOWN,SYBR,None,26.004,26.008,0.005,TRUE,"30,447.51",TRUE,3,18,Amp,NA,0.984,80.729,N,NA,NA,NA,NA,NA,NA,NA,1,a-030523-Control-12-APOA5-1
7,A7,FALSE,a-110823-Control-3,Control,1,APOA5,1.905952,UNKNOWN,SYBR,None,30.547,30.584,0.053,TRUE,"15,735.82",TRUE,3,25,Amp,NA,0.99,80.881,N,NA,NA,NA,NA,N,NA,NA,2,a-110823-Control-3-APOA5-2
7,A7,FALSE,a-030823-Control-8,Control,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.419,29.337,0.117,TRUE,"17,141.28",TRUE,3,23,Amp,NA,0.986,80.564,N,NA,NA,NA,NA,NA,NA,NA,3,a-030823-Control-8-APOA5-3
7,A7,FALSE,a-031023-Control-9,Control,1,APOA5,1.905952,UNKNOWN,SYBR,None,27.201,27.136,0.091,TRUE,"29,985.40",TRUE,3,19,Amp,NA,0.981,80.722,NA,NA,NA,NA,NA,NA,NA,NA,4,a-031023-Control-9-APOA5-4
8,A8,FALSE,d-030523-MIX-3,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.456,29.583,0.18,TRUE,"30,447.51",TRUE,3,21,Amp,NA,0.99,80.882,N,NA,NA,NA,NA,NA,NA,NA,1,d-030523-MIX-3-APOA5-1
8,A8,FALSE,d-110823-MIX-1,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.259,29.342,0.118,TRUE,"15,735.82",TRUE,3,24,Amp,NA,0.986,80.727,N,NA,NA,NA,NA,N,NA,NA,2,d-110823-MIX-1-APOA5-2
8,A8,FALSE,d-030823-MIX-9,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,27.314,27.43,0.164,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.993,80.869,N,NA,NA,NA,NA,NA,NA,NA,3,d-030823-MIX-9-APOA5-3
8,A8,FALSE,d-031023-MIX-8,MIX,1,APOA5,1.905952,UNKNOWN,SYBR,None,24.988,25.184,0.277,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.917,80.873,NA,NA,NA,NA,NA,NA,NA,NA,4,d-031023-MIX-8-APOA5-4
8,A8,FALSE,IP-Control-041723,IP,1,APOA5,1.905952376,UNKNOWN,SYBR,None,28.013,28.277,0.374,TRUE,"27,403.13",TRUE,3,21,Amp,NA,0.986,79.507,NA,NA,NA,NA,NA,NA,NA,NA,5,IP-Control-041723-APOA5-5
9,A9,FALSE,g-030523-PFHxA-3,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,29.437,29.439,0.002,TRUE,"30,447.51",TRUE,3,20,Amp,NA,0.992,80.882,N,NA,NA,NA,NA,NA,NA,NA,1,g-030523-PFHxA-3-APOA5-1
9,A9,FALSE,g-110823-PFHxA-12,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,28.436,28.432,0.006,TRUE,"15,735.82",TRUE,3,19,Amp,NA,0.993,80.728,N,NA,NA,NA,NA,N,NA,NA,2,g-110823-PFHxA-12-APOA5-2
9,A9,FALSE,g-030823-PFHxA-6,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,30.599,30.628,0.041,TRUE,"17,141.28",TRUE,3,23,Amp,NA,0.993,80.716,N,NA,NA,NA,NA,NA,NA,NA,3,g-030823-PFHxA-6-APOA5-3
9,A9,FALSE,g-031023-PFHxA-8,PFHxA,1,APOA5,1.905952,UNKNOWN,SYBR,None,27.191,27.324,0.188,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.985,80.873,NA,NA,NA,NA,NA,NA,NA,NA,4,g-031023-PFHxA-8-APOA5-4
13,B1,FALSE,a-030123-Control-1,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.31,28.332,0.03,TRUE,"30,447.51",TRUE,3,23,Amp,NA,0.981,80.577,N,NA,NA,NA,NA,NA,NA,NA,1,a-030123-Control-1-APOA5-1
13,B1,FALSE,a-030923-Control-4,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.419,27.62,0.285,TRUE,"15,735.82",TRUE,3,20,Amp,NA,0.981,80.881,N,NA,NA,NA,NA,N,NA,NA,2,a-030923-Control-4-APOA5-2
13,B1,FALSE,a-030623-Control-6,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.829,30.068,0.339,TRUE,"17,141.28",TRUE,3,24,Amp,NA,0.982,80.869,N,NA,NA,NA,NA,NA,NA,NA,3,a-030623-Control-6-APOA5-3
13,B1,FALSE,a-030323-Control-5,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.281,26.375,0.133,TRUE,"29,985.40",TRUE,3,19,Amp,NA,0.984,80.572,NA,NA,NA,NA,NA,NA,NA,NA,4,a-030323-Control-5-APOA5-4
13,B1,FALSE,a-110922-Control-2,Control,2,APOA5,1.905952376,UNKNOWN,SYBR,None,26.066,26.038,0.04,TRUE,"27,403.13",TRUE,3,17,Amp,NA,0.98,80.88,NA,NA,NA,NA,NA,NA,NA,NA,5,a-110922-Control-2-APOA5-5
22,B10,FALSE,j-030523-PFHxS-10,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.029,28.138,0.154,TRUE,"30,447.51",TRUE,3,20,Amp,NA,0.987,80.882,N,NA,NA,NA,NA,NA,NA,NA,1,j-030523-PFHxS-10-APOA5-1
22,B10,FALSE,j-110823-PFHxS-11,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.286,28.484,0.28,TRUE,"15,735.82",TRUE,3,22,Amp,NA,0.983,80.882,N,NA,NA,NA,NA,N,NA,NA,2,j-110823-PFHxS-11-APOA5-2
22,B10,FALSE,j-030823-PFHxS-8,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,31.526,30.519,1.424,TRUE,"17,141.28",TRUE,3,26,Amp,NA,0.97,80.716,Y,NA,NA,NA,NA,NA,NA,NA,3,j-030823-PFHxS-8-APOA5-3
22,B10,FALSE,j-031023-PFHxS-9,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.398,29.123,0.388,TRUE,"29,985.40",TRUE,3,20,Amp,NA,0.985,80.873,NA,NA,NA,NA,NA,NA,NA,NA,4,j-031023-PFHxS-9-APOA5-4
22,B10,FALSE,NRT-B9-041723,NRT,2,APOA5,1.905952376,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"27,403.13",TRUE,3,39,No Amp,NA,0,65.182,NA,NA,NA,NA,NA,NA,NA,NA,5,NRT-B9-041723-APOA5-5
23,B11,FALSE,m-030523-PFOA-11,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.024,27.95,0.106,TRUE,"30,447.51",TRUE,3,21,Amp,NA,0.987,80.573,N,NA,NA,NA,NA,NA,NA,NA,1,m-030523-PFOA-11-APOA5-1
23,B11,FALSE,m-110823-PFOA-10,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.077,29.897,0.256,TRUE,"15,735.82",TRUE,3,25,Amp,NA,0.989,80.727,N,NA,NA,NA,NA,N,NA,NA,2,m-110823-PFOA-10-APOA5-2
23,B11,FALSE,m-030823-PFOA-8,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.178,30.364,0.262,TRUE,"17,141.28",TRUE,3,23,Amp,NA,0.987,80.562,N,NA,NA,NA,NA,NA,NA,NA,3,m-030823-PFOA-8-APOA5-3
23,B11,FALSE,m-031023-PFOA-6,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.458,27.334,0.175,TRUE,"29,985.40",TRUE,3,18,Amp,NA,0.988,80.55,NA,NA,NA,NA,NA,NA,NA,NA,4,m-031023-PFOA-6-APOA5-4
24,B12,FALSE,p-030523-PFOS-12,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.784,28.839,0.077,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.987,80.877,N,NA,NA,NA,NA,NA,NA,NA,1,p-030523-PFOS-12-APOA5-1
24,B12,FALSE,p-110823-PFOS-6,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.792,27.74,0.073,TRUE,"15,735.82",TRUE,3,21,Amp,NA,0.986,80.881,N,NA,NA,NA,NA,N,NA,NA,2,p-110823-PFOS-6-APOA5-2
24,B12,FALSE,p-030823-PFOS-9,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.806,29.695,0.158,TRUE,"17,141.28",TRUE,3,24,Amp,NA,0.988,80.866,N,NA,NA,NA,NA,NA,NA,NA,3,p-030823-PFOS-9-APOA5-3
24,B12,FALSE,p-031023-PFOS-8,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.558,26.519,0.054,TRUE,"29,985.40",TRUE,3,21,Amp,NA,0.991,80.702,NA,NA,NA,NA,NA,NA,NA,NA,4,p-031023-PFOS-8-APOA5-4
24,B12,FALSE,NTC-041723,NTC,2,APOA5,1.905952376,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"27,403.13",TRUE,3,22,No Amp,NA,0,64.725,NA,NA,NA,NA,NA,NA,NA,NA,5,NTC-041723-APOA5-5
14,B2,FALSE,d-030123-MIX-12,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.171,29.028,0.202,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.987,80.577,N,NA,NA,NA,NA,NA,NA,NA,1,d-030123-MIX-12-APOA5-1
14,B2,FALSE,d-030923-MIX-6,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.648,27.784,0.192,TRUE,"15,735.82",TRUE,3,22,Amp,NA,0.989,80.574,N,NA,NA,NA,NA,N,NA,NA,2,d-030923-MIX-6-APOA5-2
14,B2,FALSE,d-030623-MIX-4,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.289,30,0.409,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.984,80.869,N,NA,NA,NA,NA,NA,NA,NA,3,d-030623-MIX-4-APOA5-3
14,B2,FALSE,d-030323-MIX-5,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.974,27.749,0.319,TRUE,"29,985.40",TRUE,3,18,Amp,NA,0.982,80.572,NA,NA,NA,NA,NA,NA,NA,NA,4,d-030323-MIX-5-APOA5-4
14,B2,FALSE,d-110922-MIX-11,MIX,2,APOA5,1.905952376,UNKNOWN,SYBR,None,27.361,27.239,0.172,TRUE,"27,403.13",TRUE,3,17,Amp,NA,0.99,80.88,NA,NA,NA,NA,NA,NA,NA,NA,5,d-110922-MIX-11-APOA5-5
15,B3,FALSE,g-030123-PFHxA-1,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.989,30.45,0.763,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.988,80.728,Y,NA,NA,NA,NA,NA,NA,NA,1,g-030123-PFHxA-1-APOA5-1
15,B3,FALSE,g-030923-PFHxA-7,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.532,26.477,0.077,TRUE,"15,735.82",TRUE,3,20,Amp,NA,0.99,80.883,N,NA,NA,NA,NA,N,NA,NA,2,g-030923-PFHxA-7-APOA5-2
15,B3,FALSE,g-030623-PFHxA-2,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.801,29.119,0.449,TRUE,"17,141.28",TRUE,3,23,Amp,NA,0.991,80.869,N,NA,NA,NA,NA,NA,NA,NA,3,g-030623-PFHxA-2-APOA5-3
15,B3,FALSE,g-030323-PFHxA-5,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.017,26.058,0.059,TRUE,"29,985.40",TRUE,3,15,Amp,NA,0.986,80.876,NA,NA,NA,NA,NA,NA,NA,NA,4,g-030323-PFHxA-5-APOA5-4
15,B3,FALSE,g2-110922-PFHxA-4,PFHxA,2,APOA5,1.905952376,UNKNOWN,SYBR,None,26.888,26.922,0.048,TRUE,"27,403.13",TRUE,3,20,Amp,NA,0.986,80.729,NA,NA,NA,NA,NA,NA,NA,NA,5,g2-110922-PFHxA-4-APOA5-5
16,B4,FALSE,j-030123-PFHxS-1,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.246,29.437,0.27,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.983,80.576,N,NA,NA,NA,NA,NA,NA,NA,1,j-030123-PFHxS-1-APOA5-1
16,B4,FALSE,j-030923-PFHxS-7,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.38,27.127,0.358,TRUE,"15,735.82",TRUE,3,19,Amp,NA,0.984,80.73,N,NA,NA,NA,NA,N,NA,NA,2,j-030923-PFHxS-7-APOA5-2
16,B4,FALSE,j-030623-PFHxS-6,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,31.436,31.409,0.038,TRUE,"17,141.28",TRUE,3,25,Amp,NA,0.984,80.717,N,NA,NA,NA,NA,NA,NA,NA,3,j-030623-PFHxS-6-APOA5-3
16,B4,FALSE,j-030323-PFHxS-2,PFHxS,2,APOA5,1.905952,UNKNOWN,SYBR,None,25.983,26.071,0.125,TRUE,"29,985.40",TRUE,3,18,Amp,NA,0.983,80.876,NA,NA,NA,NA,NA,NA,NA,NA,4,j-030323-PFHxS-2-APOA5-4
16,B4,FALSE,j-110922-PFHxS-12,PFHxS,2,APOA5,1.905952376,UNKNOWN,SYBR,None,26.134,26.216,0.115,TRUE,"27,403.13",TRUE,3,19,Amp,NA,0.984,80.729,NA,NA,NA,NA,NA,NA,NA,NA,5,j-110922-PFHxS-12-APOA5-5
17,B5,FALSE,m-030123-PFOA-1,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.086,29.107,0.03,TRUE,"30,447.51",TRUE,3,21,Amp,NA,0.989,80.58,N,NA,NA,NA,NA,NA,NA,NA,1,m-030123-PFOA-1-APOA5-1
17,B5,FALSE,m-030923-PFOA-9,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.011,25.851,0.226,TRUE,"15,735.82",TRUE,3,19,Amp,NA,0.993,80.575,N,NA,NA,NA,NA,N,NA,NA,2,m-030923-PFOA-9-APOA5-2
17,B5,FALSE,m-030623-PFOA-4,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.388,30.403,0.022,TRUE,"17,141.28",TRUE,3,23,Amp,NA,0.984,80.567,N,NA,NA,NA,NA,NA,NA,NA,3,m-030623-PFOA-4-APOA5-3
17,B5,FALSE,m-030323-PFOA-2,PFOA,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.215,26.189,0.037,TRUE,"29,985.40",TRUE,3,19,Amp,NA,0.98,80.725,NA,NA,NA,NA,NA,NA,NA,NA,4,m-030323-PFOA-2-APOA5-4
17,B5,FALSE,m-110922-PFOA-12,PFOA,2,APOA5,1.905952376,UNKNOWN,SYBR,None,32.507,32.587,0.114,TRUE,"27,403.13",TRUE,3,25,Amp,NA,0.983,80.883,NA,NA,NA,NA,NA,NA,NA,NA,5,m-110922-PFOA-12-APOA5-5
18,B6,FALSE,p-030123-PFOS-1,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.528,28.571,0.061,TRUE,"30,447.51",TRUE,3,21,Amp,NA,0.989,80.58,N,NA,NA,NA,NA,NA,NA,NA,1,p-030123-PFOS-1-APOA5-1
18,B6,FALSE,p-030923-PFOS-2,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.842,29.921,0.111,TRUE,"15,735.82",TRUE,3,21,Amp,NA,0.985,80.575,N,NA,NA,NA,NA,N,NA,NA,2,p-030923-PFOS-2-APOA5-2
18,B6,FALSE,p-030623-PFOS-7,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.997,28.765,0.327,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.989,80.872,N,NA,NA,NA,NA,NA,NA,NA,3,p-030623-PFOS-7-APOA5-3
18,B6,FALSE,p-030323-PFOS-5,PFOS,2,APOA5,1.905952,UNKNOWN,SYBR,None,24.515,24.408,0.151,TRUE,"29,985.40",TRUE,3,18,Amp,NA,0.99,80.574,NA,NA,NA,NA,NA,NA,NA,NA,4,p-030323-PFOS-5-APOA5-4
18,B6,FALSE,p-110922-PFOS-3,PFOS,2,APOA5,1.905952376,UNKNOWN,SYBR,None,25.007,25.054,0.066,TRUE,"27,403.13",TRUE,3,16,Amp,NA,0.983,80.883,NA,NA,NA,NA,NA,NA,NA,NA,5,p-110922-PFOS-3-APOA5-5
19,B7,FALSE,a-030523-Control-12,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,26.012,26.008,0.005,TRUE,"30,447.51",TRUE,3,19,Amp,NA,0.98,80.577,N,NA,NA,NA,NA,NA,NA,NA,1,a-030523-Control-12-APOA5-1
19,B7,FALSE,a-110823-Control-3,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.622,30.584,0.053,TRUE,"15,735.82",TRUE,3,24,Amp,NA,0.975,80.727,N,NA,NA,NA,NA,N,NA,NA,2,a-110823-Control-3-APOA5-2
19,B7,FALSE,a-030823-Control-8,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.254,29.337,0.117,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.97,80.564,N,NA,NA,NA,NA,NA,NA,NA,3,a-030823-Control-8-APOA5-3
19,B7,FALSE,a-031023-Control-9,Control,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.072,27.136,0.091,TRUE,"29,985.40",TRUE,3,19,Amp,NA,0.974,80.571,NA,NA,NA,NA,NA,NA,NA,NA,4,a-031023-Control-9-APOA5-4
20,B8,FALSE,d-030523-MIX-3,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.71,29.583,0.18,TRUE,"30,447.51",TRUE,3,22,Amp,NA,0.992,80.882,N,NA,NA,NA,NA,NA,NA,NA,1,d-030523-MIX-3-APOA5-1
20,B8,FALSE,d-110823-MIX-1,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.425,29.342,0.118,TRUE,"15,735.82",TRUE,3,24,Amp,NA,0.991,80.727,N,NA,NA,NA,NA,N,NA,NA,2,d-110823-MIX-1-APOA5-2
20,B8,FALSE,d-030823-MIX-9,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,27.546,27.43,0.164,TRUE,"17,141.28",TRUE,3,22,Amp,NA,0.989,80.716,N,NA,NA,NA,NA,NA,NA,NA,3,d-030823-MIX-9-APOA5-3
20,B8,FALSE,d-031023-MIX-8,MIX,2,APOA5,1.905952,UNKNOWN,SYBR,None,25.38,25.184,0.277,TRUE,"29,985.40",TRUE,3,16,Amp,NA,0.988,80.873,NA,NA,NA,NA,NA,NA,NA,NA,4,d-031023-MIX-8-APOA5-4
20,B8,FALSE,IP-Control-041723,IP,2,APOA5,1.905952376,UNKNOWN,SYBR,None,28.541,28.277,0.374,TRUE,"27,403.13",TRUE,3,21,Amp,NA,0.988,79.507,NA,NA,NA,NA,NA,NA,NA,NA,5,IP-Control-041723-APOA5-5
21,B9,FALSE,g-030523-PFHxA-3,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,29.44,29.439,0.002,TRUE,"30,447.51",TRUE,3,23,Amp,NA,0.985,80.73,N,NA,NA,NA,NA,NA,NA,NA,1,g-030523-PFHxA-3-APOA5-1
21,B9,FALSE,g-110823-PFHxA-12,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,28.428,28.432,0.006,TRUE,"15,735.82",TRUE,3,20,Amp,NA,0.988,80.575,N,NA,NA,NA,NA,N,NA,NA,2,g-110823-PFHxA-12-APOA5-2
21,B9,FALSE,g-030823-PFHxA-6,PFHxA,2,APOA5,1.905952,UNKNOWN,SYBR,None,30.658,30.628,0.041,TRUE,"17,141.28",TRUE,3,26,Amp,NA,0.986,80.564,N,NA,NA,NA,NA,NA,NA,NA,3,g-030823-PFHxA-6-APOA5-3
