Well,Well_Position,Omit,Sample_Name,Treatment,Tech_Rep,Target_Name,E,Task,Reporter,Quencher,CT,Ct_Mean,Ct_SD,Automatic_Ct_Threshold,Ct_Threshold,Automatic_Baseline,Baseline_Start,Baseline_End,Amp_Status,Comments,Cq_Conf,Tm1,HIGHSD,MTP,Tm2,Tm3,Tm4,CQCONF,EXPFAIL,AMPNC,PlateMap,Unique_Sam_Gene_PlateMap
55,E7,FALSE,c-110823-Control-25,Control,1,FABP1,1.919933202,UNKNOWN,SYBR,None,30.409,30.882,0.669,TRUE,"6,419.48",TRUE,3,24,Amp,NA,0.976,83.169,Y,N,NA,NA,NA,NA,NA,NA,2,c-110823-Control-25-FABP1-2
55,E7,FALSE,c-030823-Control-34,Control,1,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,36.098,NA,TRUE,"14,802.30",TRUE,3,22,No Amp,NA,0,60.001,N,N,NA,NA,NA,Y,N,NA,3,c-030823-Control-34-FABP1-3
55,E7,FALSE,c-031023-Control-35,Control,1,FABP1,1.919933202,UNKNOWN,SYBR,None,35.754,34.01,2.467,FALSE,"9,636.97",TRUE,3,30,Inconclusive,NA,0.937,83.311,Y,Y,71.122,NA,NA,N,N,N,4,c-031023-Control-35-FABP1-4
56,E8,FALSE,f-030523-MIX-30,MIX,1,FABP1,1.919933202,UNKNOWN,SYBR,None,28.061,28.091,0.043,FALSE,"18,403.21",TRUE,3,22,Amp,NA,0.961,83.29,N,NA,NA,NA,NA,N,N,NA,1,f-030523-MIX-30-FABP1-1
56,E8,FALSE,f-110823-MIX-29,MIX,1,FABP1,1.919933202,UNKNOWN,SYBR,None,32.431,32.168,0.371,TRUE,"6,419.48",TRUE,3,27,Amp,NA,0.982,83.321,N,N,NA,NA,NA,NA,NA,NA,2,f-110823-MIX-29-FABP1-2
56,E8,FALSE,f-030823-MIX-36,MIX,1,FABP1,1.919933202,UNKNOWN,SYBR,None,30.939,31.063,0.176,TRUE,"14,802.30",TRUE,3,24,Amp,NA,0.977,83.303,N,N,NA,NA,NA,N,N,NA,3,f-030823-MIX-36-FABP1-3
56,E8,FALSE,f-031023-MIX-31,MIX,1,FABP1,1.919933202,UNKNOWN,SYBR,None,32.88,32.516,0.514,FALSE,"9,636.97",TRUE,3,28,Amp,NA,0.962,83.158,Y,N,NA,NA,NA,N,N,N,4,f-031023-MIX-31-FABP1-4
57,E9,FALSE,i-030523-PFHxA-31,PFHxA,1,FABP1,1.919933202,UNKNOWN,SYBR,None,30.933,30.857,0.107,FALSE,"18,403.21",TRUE,3,22,Amp,NA,0.979,83.442,N,NA,NA,NA,NA,N,N,NA,1,i-030523-PFHxA-31-FABP1-1
57,E9,FALSE,i-110823-PFHxA-25,PFHxA,1,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,33.767,NA,TRUE,"6,419.48",TRUE,3,15,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,i-110823-PFHxA-25-FABP1-2
57,E9,FALSE,i-030823-PFHxA-35,PFHxA,1,FABP1,1.919933202,UNKNOWN,SYBR,None,33.159,33.791,0.893,TRUE,"14,802.30",TRUE,3,26,Amp,NA,0.968,83.305,Y,N,NA,NA,NA,N,N,NA,3,i-030823-PFHxA-35-FABP1-3
57,E9,FALSE,i-031023-PFHxA-32,PFHxA,1,FABP1,1.919933202,UNKNOWN,SYBR,None,34.927,35.544,0.873,FALSE,"9,636.97",TRUE,3,30,Amp,NA,0.95,83.462,Y,Y,71.427,NA,NA,N,N,N,4,i-031023-PFHxA-32-FABP1-4
61,F1,FALSE,c-030123-Control-28,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,30.01,30.036,0.037,FALSE,"18,403.21",TRUE,3,22,Amp,NA,0.97,83.448,N,NA,NA,NA,NA,N,N,NA,1,c-030123-Control-28-FABP1-1
61,F1,FALSE,c-030923-Control-36,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.768,27.586,0.257,TRUE,"6,419.48",TRUE,3,20,Amp,NA,0.959,83.322,N,N,NA,NA,NA,NA,NA,NA,2,c-030923-Control-36-FABP1-2
61,F1,FALSE,c-030623-Control-33,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.813,35.285,2.082,TRUE,"14,802.30",TRUE,3,27,Amp,NA,0.963,83.472,Y,N,NA,NA,NA,N,N,NA,3,c-030623-Control-33-FABP1-3
61,F1,FALSE,c-030323-Control-31,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,NA,NA,FALSE,"9,636.97",TRUE,3,39,No Amp,NA,0,60.001,N,N,NA,NA,NA,Y,Y,N,4,c-030323-Control-31-FABP1-4
61,F1,FALSE,c2-110922-Control-30,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.701,32.832,0.186,TRUE,"3,747.95",TRUE,3,26,Amp,NA,0.966,83.128,N,N,NA,NA,NA,N,NA,N,5,c2-110922-Control-30-FABP1-5
70,F10,FALSE,l-030523-PFHxS-28,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,30.211,30.076,0.191,FALSE,"18,403.21",TRUE,3,25,Amp,NA,0.981,83.442,N,NA,NA,NA,NA,N,N,NA,1,l-030523-PFHxS-28-FABP1-1
70,F10,FALSE,l-110823-PFHxS-29,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.403,32.679,1.025,TRUE,"6,419.48",TRUE,3,27,Amp,NA,0.963,83.167,Y,N,NA,NA,NA,NA,NA,NA,2,l-110823-PFHxS-29-FABP1-2
70,F10,FALSE,l-030823-PFHxS-36,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,31.458,NA,TRUE,"14,802.30",TRUE,3,12,No Amp,NA,0,60.001,N,N,NA,NA,NA,Y,N,NA,3,l-030823-PFHxS-36-FABP1-3
70,F10,FALSE,l-031023-PFHxS-35,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,34.198,NA,FALSE,"9,636.97",TRUE,3,13,No Amp,NA,0,60.001,N,N,NA,NA,NA,Y,N,N,4,l-031023-PFHxS-35-FABP1-4
71,F11,FALSE,o-030523-PFOA-29,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.13,29.176,0.065,FALSE,"18,403.21",TRUE,3,21,Amp,NA,0.975,83.287,N,NA,NA,NA,NA,N,N,NA,1,o-030523-PFOA-29-FABP1-1
71,F11,FALSE,o-110823-PFOA-27,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.139,34.272,0.189,TRUE,"6,419.48",TRUE,3,29,Amp,NA,0.954,83.473,N,Y,72.194,NA,NA,NA,NA,NA,2,o-110823-PFOA-27-FABP1-2
71,F11,FALSE,o-030823-PFOA-32,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.428,32.576,1.205,TRUE,"14,802.30",TRUE,3,28,Amp,NA,0.948,83.151,Y,N,NA,NA,NA,N,N,NA,3,o-030823-PFOA-32-FABP1-3
71,F11,FALSE,o-031023-PFOA-35,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.496,32.806,0.438,FALSE,"9,636.97",TRUE,3,25,Amp,NA,0.961,83.311,N,N,NA,NA,NA,N,N,N,4,o-031023-PFOA-35-FABP1-4
72,F12,FALSE,r-030523-PFOS-30,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.656,29.439,0.306,FALSE,"18,403.21",TRUE,3,24,Amp,NA,0.983,83.287,N,NA,NA,NA,NA,N,N,NA,1,r-030523-PFOS-30-FABP1-1
72,F12,FALSE,r-110823-PFOS-25,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.167,30.966,0.283,TRUE,"6,419.48",TRUE,3,24,Amp,NA,0.967,83.168,N,N,NA,NA,NA,NA,NA,NA,2,r-110823-PFOS-25-FABP1-2
72,F12,FALSE,r-030823-PFOS-32,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.288,31.343,1.336,TRUE,"14,802.30",TRUE,3,26,Amp,NA,0.981,83.151,Y,N,NA,NA,NA,N,N,NA,3,r-030823-PFOS-32-FABP1-3
72,F12,FALSE,r-031023-PFOS-34,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.37,33.981,0.864,FALSE,"9,636.97",TRUE,3,27,Amp,NA,0.973,83.463,Y,N,NA,NA,NA,N,N,N,4,r-031023-PFOS-34-FABP1-4
62,F2,FALSE,f-030123-MIX-28,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,28.629,28.711,0.117,FALSE,"18,403.21",TRUE,3,23,Amp,NA,0.972,83.295,N,NA,NA,NA,NA,N,N,NA,1,f-030123-MIX-28-FABP1-1
62,F2,FALSE,f-030923-MIX-33,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.97,27.783,0.265,TRUE,"6,419.48",TRUE,3,21,Amp,NA,0.965,83.322,N,N,NA,NA,NA,NA,NA,NA,2,f-030923-MIX-33-FABP1-2
62,F2,FALSE,f-030623-MIX-35,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.995,33.341,0.49,TRUE,"14,802.30",TRUE,3,27,Amp,NA,0.964,83.168,N,N,NA,NA,NA,N,N,NA,3,f-030623-MIX-35-FABP1-3
62,F2,FALSE,f-030323-MIX-27,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.674,34.674,NA,FALSE,"9,636.97",TRUE,3,28,Amp,NA,0.95,83.462,N,N,NA,NA,NA,N,N,N,4,f-030323-MIX-27-FABP1-4
62,F2,FALSE,f-110922-MIX-25,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.144,33.693,0.638,TRUE,"3,747.95",TRUE,3,29,Amp,NA,0.961,83.432,Y,Y,70.195,NA,NA,N,NA,N,5,f-110922-MIX-25-FABP1-5
63,F3,FALSE,i-030123-PFHxA-26,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.8,27.775,0.036,FALSE,"18,403.21",TRUE,3,22,Amp,NA,0.97,83.292,N,NA,NA,NA,NA,N,N,NA,1,i-030123-PFHxA-26-FABP1-1
63,F3,FALSE,i-030923-PFHxA-28,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.432,29.357,0.105,TRUE,"6,419.48",TRUE,3,24,Amp,NA,0.963,83.322,N,N,NA,NA,NA,NA,NA,NA,2,i-030923-PFHxA-28-FABP1-2
63,F3,FALSE,i-030623-PFHxA-29,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.355,31.837,0.682,TRUE,"14,802.30",TRUE,3,25,Amp,NA,0.961,83.003,Y,N,NA,NA,NA,N,N,NA,3,i-030623-PFHxA-29-FABP1-3
63,F3,FALSE,i-030323-PFHxA-20,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,33.948,NA,FALSE,"9,636.97",TRUE,3,39,No Amp,NA,0,60.457,N,N,NA,NA,NA,Y,Y,N,4,i-030323-PFHxA-20-FABP1-4
63,F3,FALSE,i-110922-PFHxA-27,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.403,33.864,0.653,TRUE,"3,747.95",TRUE,3,28,Amp,NA,0.963,83.127,Y,N,NA,NA,NA,N,NA,N,5,i-110922-PFHxA-27-FABP1-5
64,F4,FALSE,l-030123-PFHxS-27,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.479,29.479,NA,FALSE,"18,403.21",TRUE,3,23,Amp,NA,0.976,83.292,N,NA,NA,NA,NA,N,N,NA,1,l-030123-PFHxS-27-FABP1-1
64,F4,FALSE,l-030923-PFHxS-33,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,28.334,28.539,0.291,TRUE,"6,419.48",TRUE,3,23,Amp,NA,0.973,83.169,N,N,NA,NA,NA,NA,NA,NA,2,l-030923-PFHxS-33-FABP1-2
64,F4,FALSE,l-030623-PFHxS-34,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.416,31.96,0.77,TRUE,"14,802.30",TRUE,3,23,Amp,NA,0.988,83.307,Y,N,NA,NA,NA,N,N,NA,3,l-030623-PFHxS-34-FABP1-3
64,F4,FALSE,l-030323-PFHxS-32,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,Undetermined,32.599,NA,FALSE,"9,636.97",TRUE,3,6,No Amp,NA,0,60,N,N,NA,NA,NA,Y,N,N,4,l-030323-PFHxS-32-FABP1-4
64,F4,FALSE,l-110922-PFHxS-25,PFHxS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.301,33.054,1.764,TRUE,"3,747.95",TRUE,3,29,Amp,NA,0.956,83.279,Y,Y,70.955,NA,NA,N,NA,N,5,l-110922-PFHxS-25-FABP1-5
65,F5,FALSE,o-030123-PFOA-26,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.838,27.792,0.064,FALSE,"18,403.21",TRUE,3,20,Amp,NA,0.979,83.448,N,NA,NA,NA,NA,N,N,NA,1,o-030123-PFOA-26-FABP1-1
65,F5,FALSE,o-030923-PFOA-31,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.11,27.679,0.805,TRUE,"6,419.48",TRUE,3,23,Amp,NA,0.982,83.324,Y,N,NA,NA,NA,NA,NA,NA,2,o-030923-PFOA-31-FABP1-2
65,F5,FALSE,o-030623-PFOA-30,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.48,34.114,0.518,TRUE,"14,802.30",TRUE,3,28,Amp,NA,0.965,83.156,Y,N,NA,NA,NA,N,N,NA,3,o-030623-PFOA-30-FABP1-3
65,F5,FALSE,o-030323-PFOA-34,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.951,33.757,1.14,FALSE,"9,636.97",TRUE,3,28,Amp,NA,0.962,83.311,Y,N,NA,NA,NA,N,N,N,4,o-030323-PFOA-34-FABP1-4
65,F5,FALSE,o-110922-PFOA-25,PFOA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,25.116,29.441,6.117,TRUE,"3,747.95",TRUE,3,6,No Amp,NA,0.017,60,Y,N,NA,NA,NA,Y,NA,N,5,o-110922-PFOA-25-FABP1-5
66,F6,FALSE,r-030123-PFOS-26,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.927,30.04,0.16,FALSE,"18,403.21",TRUE,3,21,Amp,NA,0.977,83.448,N,NA,NA,NA,NA,N,N,NA,1,r-030123-PFOS-26-FABP1-1
66,F6,FALSE,r-030923-PFOS-36,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.425,27.57,0.205,TRUE,"6,419.48",TRUE,3,20,Amp,NA,0.984,83.324,N,N,NA,NA,NA,NA,NA,NA,2,r-030923-PFOS-36-FABP1-2
66,F6,FALSE,r-030623-PFOS-35,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.43,31.511,0.114,TRUE,"14,802.30",TRUE,3,26,Amp,NA,0.971,83.156,N,N,NA,NA,NA,N,N,NA,3,r-030623-PFOS-35-FABP1-3
66,F6,FALSE,r-030323-PFOS-31,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.872,33.586,0.405,FALSE,"9,636.97",TRUE,3,28,Amp,NA,0.964,83.464,N,N,NA,NA,NA,N,N,N,4,r-030323-PFOS-31-FABP1-4
66,F6,FALSE,r-110922-PFOS-27,PFOS,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.903,33.889,0.02,TRUE,"3,747.95",TRUE,3,29,Amp,NA,0.954,83.433,N,Y,71.26,NA,NA,N,NA,N,5,r-110922-PFOS-27-FABP1-5
67,F7,FALSE,c-030523-Control-32,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,29.325,29.473,0.209,FALSE,"18,403.21",TRUE,3,24,Amp,NA,0.972,83.442,N,NA,NA,NA,NA,N,N,NA,1,c-030523-Control-32-FABP1-1
67,F7,FALSE,c-110823-Control-25,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.355,30.882,0.669,TRUE,"6,419.48",TRUE,3,25,Amp,NA,0.978,83.016,Y,N,NA,NA,NA,NA,NA,NA,2,c-110823-Control-25-FABP1-2
67,F7,FALSE,c-030823-Control-34,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,36.098,36.098,NA,TRUE,"14,802.30",TRUE,3,27,Amp,NA,0.954,83.455,N,Y,71.119,NA,NA,N,N,NA,3,c-030823-Control-34-FABP1-3
67,F7,FALSE,c-031023-Control-35,Control,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.265,34.01,2.467,FALSE,"9,636.97",TRUE,3,28,Amp,NA,0.966,83.311,Y,N,NA,NA,NA,N,N,N,4,c-031023-Control-35-FABP1-4
68,F8,FALSE,f-030523-MIX-30,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,28.121,28.091,0.043,FALSE,"18,403.21",TRUE,3,21,Amp,NA,0.974,83.29,N,NA,NA,NA,NA,N,N,NA,1,f-030523-MIX-30-FABP1-1
68,F8,FALSE,f-110823-MIX-29,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.905,32.168,0.371,TRUE,"6,419.48",TRUE,3,27,Amp,NA,0.971,83.169,N,N,NA,NA,NA,NA,NA,NA,2,f-110823-MIX-29-FABP1-2
68,F8,FALSE,f-030823-MIX-36,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,31.188,31.063,0.176,TRUE,"14,802.30",TRUE,3,24,Amp,NA,0.973,83.15,N,N,NA,NA,NA,N,N,NA,3,f-030823-MIX-36-FABP1-3
68,F8,FALSE,f-031023-MIX-31,MIX,2,FABP1,1.919933202,UNKNOWN,SYBR,None,32.153,32.516,0.514,FALSE,"9,636.97",TRUE,3,25,Amp,NA,0.974,83.311,Y,N,NA,NA,NA,N,N,N,4,f-031023-MIX-31-FABP1-4
69,F9,FALSE,i-030523-PFHxA-31,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,30.781,30.857,0.107,FALSE,"18,403.21",TRUE,3,25,Amp,NA,0.956,83.442,N,NA,NA,NA,NA,N,N,NA,1,i-030523-PFHxA-31-FABP1-1
69,F9,FALSE,i-110823-PFHxA-25,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,33.767,33.767,NA,TRUE,"6,419.48",TRUE,3,28,Amp,NA,0.97,83.32,N,N,NA,NA,NA,NA,NA,NA,2,i-110823-PFHxA-25-FABP1-2
69,F9,FALSE,i-030823-PFHxA-35,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,34.422,33.791,0.893,TRUE,"14,802.30",TRUE,3,27,Amp,NA,0.963,83.305,Y,N,NA,NA,NA,N,N,NA,3,i-030823-PFHxA-35-FABP1-3
69,F9,FALSE,i-031023-PFHxA-32,PFHxA,2,FABP1,1.919933202,UNKNOWN,SYBR,None,36.161,35.544,0.873,FALSE,"9,636.97",TRUE,3,29,Inconclusive,NA,0.916,83.615,Y,Y,69.142,NA,NA,N,N,N,4,i-031023-PFHxA-32-FABP1-4
85,H1,FALSE,IP-Control-041123,IP,1,FABP1,1.919933202,UNKNOWN,SYBR,None,26.975,26.724,0.354,FALSE,"18,403.21",TRUE,3,21,Amp,NA,0.906,78.88,N,NA,NA,NA,NA,N,N,NA,1,IP-Control-041123-FABP1-1
85,H1,FALSE,IP-Control-041223,IP,1,FABP1,1.919933202,UNKNOWN,SYBR,None,26.644,26.327,0.448,TRUE,"6,419.48",TRUE,3,22,Amp,NA,0.974,78.749,N,N,NA,NA,NA,NA,NA,NA,2,IP-Control-041223-FABP1-2
85,H1,FALSE,IP-Control-041423,IP,1,FABP1,1.919933202,UNKNOWN,SYBR,None,27.816,27.636,0.255,TRUE,"14,802.30",TRUE,3,22,Amp,NA,0.982,78.9,N,N,NA,NA,NA,N,N,NA,3,IP-Control-041423-FABP1-3
85,H1,FALSE,IP-Control-041523,IP,1,FABP1,1.919933202,UNKNOWN,SYBR,None,27.673,27.296,0.533,FALSE,"9,636.97",TRUE,3,22,Amp,NA,0.982,78.892,Y,N,NA,NA,NA,N,N,N,4,IP-Control-041523-FABP1-4
94,H10,FALSE,NTC-SUB1-WaterCheck,NTC,2,FABP1,1.919933202,NTC,SYBR,None,38.725,38.1,0.885,TRUE,"14,802.30",TRUE,3,33,Inconclusive,"Testing Nuc free water used on previous plate (SUB1) where one NTC amp. Utilizing IP-Control MM that was made with the same water.
",0.273,74.776,Y,N,NA,NA,NA,N,N,NA,3,NTC-SUB1-WaterCheck-FABP1-3
95,H11,FALSE,NTC-041123,NTC,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,19,No Amp,NA,0,60.609,N,NA,NA,NA,NA,N,N,NA,1,NTC-041123-FABP1-1
95,H11,FALSE,NTC-041223,NTC,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"6,419.48",TRUE,3,11,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,NTC-041223-FABP1-2
95,H11,FALSE,NTC-041423,NTC,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,39,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NTC-041423-FABP1-3
95,H11,FALSE,NTC-041523,NTC,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"9,636.97",TRUE,3,27,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,N,4,NTC-041523-FABP1-4
96,H12,FALSE,NTC-041123,NTC,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,15,No Amp,NA,0,60,N,NA,NA,NA,NA,N,N,NA,1,NTC-041123-FABP1-1
96,H12,FALSE,NTC-041223,NTC,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"6,419.48",TRUE,3,29,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,NTC-041223-FABP1-2
96,H12,FALSE,NTC-041423,NTC,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,10,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NTC-041423-FABP1-3
96,H12,FALSE,NTC-041523,NTC,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"9,636.97",TRUE,3,6,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,N,4,NTC-041523-FABP1-4
86,H2,FALSE,IP-Control-041123,IP,2,FABP1,1.919933202,UNKNOWN,SYBR,None,26.474,26.724,0.354,FALSE,"18,403.21",TRUE,3,19,Amp,NA,0.979,79.337,N,NA,NA,NA,NA,N,N,NA,1,IP-Control-041123-FABP1-1
86,H2,FALSE,IP-Control-041223,IP,2,FABP1,1.919933202,UNKNOWN,SYBR,None,26.009,26.327,0.448,TRUE,"6,419.48",TRUE,3,20,Amp,NA,0.984,79.206,N,N,NA,NA,NA,NA,NA,NA,2,IP-Control-041223-FABP1-2
86,H2,FALSE,IP-Control-041423,IP,2,FABP1,1.919933202,UNKNOWN,SYBR,None,27.456,27.636,0.255,TRUE,"14,802.30",TRUE,3,19,Amp,NA,0.984,79.205,N,N,NA,NA,NA,N,N,NA,3,IP-Control-041423-FABP1-3
86,H2,FALSE,IP-Control-041523,IP,2,FABP1,1.919933202,UNKNOWN,SYBR,None,26.92,27.296,0.533,FALSE,"9,636.97",TRUE,3,20,Amp,NA,0.984,79.196,Y,N,NA,NA,NA,N,N,N,4,IP-Control-041523-FABP1-4
89,H5,FALSE,NRT-B1,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,22,No Amp,NA,0,60.001,N,NA,NA,NA,NA,N,N,NA,1,NRT-B1-FABP1-1
89,H5,FALSE,NRT-B3-041223,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"6,419.48",TRUE,3,39,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,NRT-B3-041223-FABP1-2
89,H5,FALSE,NRT-B5-041423,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,20,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NRT-B5-041423-FABP1-3
89,H5,FALSE,NRT-B7-041523,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"9,636.97",TRUE,3,39,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,N,4,NRT-B7-041523-FABP1-4
90,H6,FALSE,NRT-B1,NRT,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,7,No Amp,NA,0,60.001,N,NA,NA,NA,NA,N,N,NA,1,NRT-B1-FABP1-1
90,H6,FALSE,NRT-B3-041223,NRT,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"6,419.48",TRUE,3,30,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,NRT-B3-041223-FABP1-2
90,H6,FALSE,NRT-B5-041423,NRT,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,8,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NRT-B5-041423-FABP1-3
90,H6,FALSE,NRT-B7-041523,NRT,2,FABP1,1.919933202,NTC,SYBR,None,34.549,NA,NA,FALSE,"9,636.97",TRUE,3,29,Amp,NA,0.909,83.464,N,N,NA,NA,NA,N,N,Y,4,NRT-B7-041523-FABP1-4
91,H7,FALSE,NRT-B2,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,31,No Amp,NA,0,60.001,N,NA,NA,NA,NA,N,N,NA,1,NRT-B2-FABP1-1
91,H7,FALSE,NRT-B4-041223,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"6,419.48",TRUE,3,39,No Amp,NA,0,60.001,N,N,NA,NA,NA,NA,NA,NA,2,NRT-B4-041223-FABP1-2
91,H7,FALSE,NRT-B6-041423,NRT,1,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,9,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NRT-B6-041423-FABP1-3
91,H7,FALSE,NRT-B8-041523,NRT,1,FABP1,1.919933202,NTC,SYBR,None,34.542,NA,NA,FALSE,"9,636.97",TRUE,3,27,Amp,NA,0.936,83.463,N,N,NA,NA,NA,N,N,Y,4,NRT-B8-041523-FABP1-4
92,H8,FALSE,NRT-B2,NRT,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,FALSE,"18,403.21",TRUE,3,39,No Amp,NA,0,60.001,N,NA,NA,NA,NA,N,N,NA,1,NRT-B2-FABP1-1
92,H8,FALSE,NRT-B4-041223,NRT,2,FABP1,1.919933202,NTC,SYBR,None,37.197,NA,NA,TRUE,"6,419.48",TRUE,3,31,Inconclusive,NA,0.755,81.492,N,N,NA,NA,NA,NA,NA,NA,2,NRT-B4-041223-FABP1-2
92,H8,FALSE,NRT-B6-041423,NRT,2,FABP1,1.919933202,NTC,SYBR,None,Undetermined,NA,NA,TRUE,"14,802.30",TRUE,3,7,No Amp,NA,0,60.001,N,N,NA,NA,NA,N,N,NA,3,NRT-B6-041423-FABP1-3
