Contrast,Method,Lipid_Class,Sig.Level,Tentative_Lipid_ID,logFC,t,P.Value,adj.P.Val,B,Sig.Level,MetaboAnalysisDate,ExclusionVersion,AveExpr
PFHxA,1,PE,NA,"PE(20:0),LPE(21:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(31:0),PE(O-32:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(34:2),PE(O-35:2),PE(P-35:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(35:3),PE(O-36:3),PE(P-36:2)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(36:3),PE(P-37:2)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(36:4),PE(O-37:4)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(36:5),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(36:6),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(37:4),PE(O-38:4),PE(P-38:3)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(37:5),PE(O-38:5),PE(P-38:4)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(37:6),PE(O-38:6),PE(P-38:5)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(38:3),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(38:4),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(38:5),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(38:6),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(38:7),PE(37:0),PE(O-38:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(38:9),PE(dO-40:9),PE(37:2),PE(O-38:2),PE(P-38:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(39:4),PE(O-40:4),PE(P-40:3)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(39:5),PE(O-40:5),PE(P-40:4)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(39:6),PE(O-40:6),PE(P-40:5)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(39:7),PE(P-40:6),PE(38:0),PE(O-39:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(40:10),PE(39:3),PE(O-40:3),PE(P-40:2)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(40:4),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,PE(40:5),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(40:6),PE(dO-40:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(40:7),PE(39:0),PE(O-40:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(40:8),PE(39:1),PE(O-40:1),PE(P-40:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(40:9),PE(39:2),PE(O-40:2),PE(P-40:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(42:9),PE(41:2),PE(O-42:2),PE(P-42:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,1,PE,NA,"PE(O-40:9),PE(38:2),PE(P-39:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,PS,NA,PS(38:4),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:0/20:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:0/22:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/17:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/18:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/20:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,<0.05,SM(d16:1/20:1),0.84357,3.3187,0.001,0.047,-1.0065,<0.05,12524,E2,-3.31E-16
PFHxA,2,SM,NA,SM(d16:1/23:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/24:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d16:1/25:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d17:1/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d17:1/26:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:0/15:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:0/24:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:0/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:1/17:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:1/19:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:1/24:1(15Z)),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:1/25:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:2/20:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:2/21:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,2,SM,NA,SM(d18:2/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,CE,<0.1,CE(15:1),0.76826,2.6847,0.008,0.073,-2.5969,<0.1,12524,E2,-1.36E-16
PFHxA,3,DG,NA,DG(32:0)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(32:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(32:1)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(32:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,"DG(33:1),DG(O-34:1)_C16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(33:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:1)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:2)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:2)_C18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(34:3)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,DG(36:3)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,DG,NA,"DG(O-38:9),DG(36:2)_C18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(46:1)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(46:1)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(48:2)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(48:2)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(48:2)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(48:8),TG(47:1)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(49:8),TG(48:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(50:3)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(50:3)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(50:8),TG(49:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(50:9),TG(49:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:8),TG(50:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:8),TG(50:1)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:2",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(52:4)]_FA18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(52:5)]_FA20:4,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(53:10),TG(52:3)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(53:9),TG(52:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,[TG(54:5)]_FA18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxA,3,TG,NA,"[TG(56:7),TG(55:0)]_FA22:6",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,1,LPC,NA,"LPC(16:1),LPC(P-17:0)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,LPC(19:3),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,"LPC(20:2),PC(O-20:2)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,LPC(20:3),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,LPC(22:4),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,LPC(22:5),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPC,NA,LPC(24:1),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(20:1),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(20:3),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(20:4),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(20:5),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(22:4),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(22:5),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,LPE,NA,LPE(22:6),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFHxS,1,PC,<0.05,"PC(30:2),PC(P-31:1)",0.85104,3.0752,0.003,0.049,-1.618,<0.05,12524,E3,6.46E-16
PFHxS,1,PC,<0.1,"PC(31:0),PC(O-32:0)",0.61352,2.4669,0.015,0.063,-3.0758,<0.1,12524,E3,4.89E-18
PFHxS,1,PC,<0.05,"PC(32:0),PC(O-33:0)",0.79536,2.9926,0.003,0.049,-1.8324,<0.05,12524,E3,-1.37E-16
PFHxS,1,PC,<0.05,"PC(32:1),PC(O-33:1),PC(P-33:0)",0.64253,3.3005,0.001,0.049,-1.0077,<0.05,12524,E3,-3.63E-17
PFHxS,1,PC,<0.1,"PC(32:2),PC(O-33:2),PC(P-33:1)",0.40638,2.5476,0.012,0.053,-2.8988,<0.1,12524,E3,2.91E-17
PFHxS,1,PC,<0.05,"PC(33:0),PC(O-34:0)",0.76002,2.8019,0.006,0.049,-2.3081,<0.05,12524,E3,-8.67E-17
PFHxS,1,PC,<0.05,"PC(33:0),PC(O-34:0)",0.76002,2.8019,0.006,0.049,-2.3081,<0.05,12524,E3,-8.67E-17
PFHxS,1,PC,<0.05,"PC(33:1),PC(O-34:1),PC(P-34:0)",0.81639,2.7396,0.007,0.050,-2.4573,<0.05,12524,E3,2.91E-16
PFHxS,1,PC,<0.05,"PC(33:2),PC(O-34:2),PC(P-34:1)",0.80062,2.8089,0.006,0.049,-2.2912,<0.05,12524,E3,-1.10E-17
PFHxS,1,PC,<0.05,"PC(34:0),PC(O-35:0)",0.84242,2.9122,0.004,0.049,-2.0363,<0.05,12524,E3,2.61E-16
PFHxS,1,PC,<0.05,"PC(34:1),PC(O-35:1),PC(P-35:0)",0.81525,2.8889,0.004,0.049,-2.0945,<0.05,12524,E3,4.34E-16
PFHxS,1,PC,<0.05,"PC(34:2),PC(O-35:2),PC(P-35:1)",0.64247,2.8265,0.005,0.049,-2.2481,<0.05,12524,E3,4.83E-17
PFHxS,1,PC,<0.1,"PC(34:3),PC(P-35:2)",0.44887,2.3265,0.021,0.072,-3.3712,<0.1,12524,E3,1.54E-16
PFHxS,1,PC,<0.05,"PC(35:2),PC(O-36:2),PC(P-36:1)",0.68456,2.635,0.009,0.050,-2.7016,<0.05,12524,E3,1.98E-16
PFHxS,1,PC,<0.05,"PC(35:3),PC(O-36:3),PC(P-36:2)",0.76875,3.1193,0.002,0.049,-1.5013,<0.05,12524,E3,-1.43E-16
PFHxS,1,PC,<0.1,"PC(35:4),PC(O-36:4),PC(P-36:3)",0.52748,2.1378,0.034,0.098,-3.7431,<0.1,12524,E3,-4.91E-17
PFHxS,1,PC,<0.05,"PC(36:3),PC(P-37:2)",0.51785,2.6586,0.009,0.050,-2.6471,<0.05,12524,E3,1.68E-16
PFHxS,1,PC,<0.1,"PC(36:4),PC(O-37:4)",0.5916,2.4584,0.015,0.063,-3.0941,<0.1,12524,E3,-1.41E-16
PFHxS,1,PC,<0.1,PC(36:5),0.5225,2.5725,0.011,0.053,-2.8432,<0.1,12524,E3,-4.41E-17
PFHxS,1,PC,<0.1,"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",0.69913,2.3532,0.020,0.070,-3.3163,<0.1,12524,E3,-1.37E-16
PFHxS,1,PC,<0.1,"PC(37:4),PC(O-38:4),PC(P-38:3)",0.69259,2.3052,0.023,0.072,-3.4147,<0.1,12524,E3,2.42E-16
PFHxS,1,PC,<0.05,"PC(37:6),PC(O-38:6),PC(P-38:5)",0.81941,2.8751,0.005,0.049,-2.1288,<0.05,12524,E3,-3.64E-16
PFHxS,1,PC,<0.1,"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",0.69125,2.3159,0.022,0.072,-3.3928,<0.1,12524,E3,-2.38E-16
PFHxS,1,PC,<0.05,PC(38:3),0.73275,2.7035,0.008,0.050,-2.5425,<0.05,12524,E3,-7.17E-17
PFHxS,1,PC,<0.1,PC(38:4),0.65694,2.3968,0.018,0.069,-3.2252,<0.1,12524,E3,-2.02E-16
PFHxS,1,PC,<0.05,PC(38:5),0.65036,2.7821,0.006,0.049,-2.3558,<0.05,12524,E3,-6.42E-17
PFHxS,1,PC,<0.05,PC(38:6),0.63575,2.6903,0.008,0.050,-2.5734,<0.05,12524,E3,-1.86E-16
PFHxS,1,PC,<0.05,"PC(38:7),PC(37:0),PC(O-38:0)",0.52903,2.7117,0.008,0.050,-2.5234,<0.05,12524,E3,-9.76E-17
PFHxS,1,PC,<0.1,"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",0.67879,2.403,0.018,0.069,-3.2122,<0.1,12524,E3,-3.06E-16
PFHxS,1,PC,<0.1,"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",0.66295,2.5726,0.011,0.053,-2.843,<0.1,12524,E3,4.98E-17
PFHxS,1,PC,<0.1,"PC(39:6),PC(O-40:6),PC(P-40:5)",0.678,2.7593,0.007,0.094,-2.3834,<0.1,12524,E3,4.75E-17
PFHxS,1,PC,<0.1,"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",0.68557,2.3539,0.020,0.070,-3.3149,<0.1,12524,E3,-2.36E-16
PFHxS,1,PC,<0.1,PC(40:5),0.66465,2.2904,0.023,0.073,-3.4445,<0.1,12524,E3,-1.80E-16
PFHxS,1,PC,<0.05,PC(40:6),0.7352,2.9982,0.003,0.049,-1.818,<0.05,12524,E3,-1.07E-16
PFHxS,1,PC,<0.1,"PC(40:7),PC(39:0),PC(O-40:0)",0.58819,2.5499,0.012,0.053,-2.8938,<0.1,12524,E3,5.97E-18
PFHxS,1,PC,<0.1,"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",0.64543,2.2112,0.029,0.084,-3.6019,<0.1,12524,E3,-2.10E-16
PFHxS,1,PC,NA,PC(42:3),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFHxS,1,PC,<0.05,PC(42:5),0.85613,2.8786,0.005,0.049,-2.12,<0.05,12524,E3,3.52E-16
PFHxS,1,PC,NA,"PC(42:7),PC(41:0),PC(O-42:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFHxS,1,PC,<0.1,"PC(42:8),PC(41:1),PC(O-42:1),PC(P-42:0)",0.7026,2.3739,0.019,0.070,-3.2733,<0.1,12524,E3,-1.23E-16
PFHxS,1,PC,<0.1,"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",0.65238,2.2154,0.028,0.084,-3.5937,<0.1,12524,E3,-2.72E-16
PFHxS,1,PC,<0.05,"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",0.69597,2.9392,0.004,0.049,-1.9683,<0.05,12524,E3,-7.88E-17
PFHxS,1,PE,NA,"PE(20:0),LPE(21:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,1,PE,<0.1,"PE(31:0),PE(O-32:0)",0.5885,2.0336,0.044,0.076,-4.3839,<0.1,12524,E2,-4.78E-16
PFHxS,1,PE,<0.05,"PE(34:2),PE(O-35:2),PE(P-35:1)",0.41859,2.6128,0.010,0.029,-3.1208,<0.05,12524,E2,8.74E-17
PFHxS,1,PE,<0.1,"PE(35:3),PE(O-36:3),PE(P-36:2)",0.55193,2.1149,0.036,0.067,-4.2242,<0.1,12524,E2,-3.03E-16
PFHxS,1,PE,<0.05,"PE(36:3),PE(P-37:2)",0.4826,2.7784,0.006,0.024,-2.7074,<0.05,12524,E2,-1.10E-16
PFHxS,1,PE,<0.05,"PE(36:4),PE(O-37:4)",0.61402,2.9342,0.004,0.018,-2.2979,<0.05,12524,E2,8.74E-17
PFHxS,1,PE,<0.05,PE(36:5),0.39276,2.5493,0.012,0.030,-3.2734,<0.05,12524,E2,-7.07E-17
PFHxS,1,PE,<0.05,PE(36:6),0.58944,2.6812,0.008,0.029,-2.9527,<0.05,12524,E2,-3.17E-16
PFHxS,1,PE,<0.05,"PE(37:4),PE(O-38:4),PE(P-38:3)",0.81953,3.4708,0.001,0.008,-0.74173,<0.05,12524,E2,2.19E-16
PFHxS,1,PE,<0.05,"PE(37:5),PE(O-38:5),PE(P-38:4)",0.88263,3.3314,0.001,0.008,-1.1673,<0.05,12524,E2,2.04E-16
PFHxS,1,PE,<0.05,"PE(37:6),PE(O-38:6),PE(P-38:5)",0.81382,3.3821,0.001,0.008,-1.0141,<0.05,12524,E2,2.80E-16
PFHxS,1,PE,<0.05,PE(38:3),0.72325,2.5974,0.010,0.029,-3.1582,<0.05,12524,E2,-1.56E-16
PFHxS,1,PE,<0.05,PE(38:4),0.73071,2.5098,0.013,0.032,-3.3663,<0.05,12524,E2,-9.73E-17
PFHxS,1,PE,<0.05,PE(38:5),0.72046,3.4695,0.001,0.008,-0.74575,<0.05,12524,E2,-1.54E-16
PFHxS,1,PE,<0.05,PE(38:6),0.61333,3.5316,0.001,0.008,-0.55142,<0.05,12524,E2,-5.26E-18
PFHxS,1,PE,<0.05,"PE(38:7),PE(37:0),PE(O-38:0)",0.49247,2.5838,0.011,0.029,-3.191,<0.05,12524,E2,3.21E-16
PFHxS,1,PE,<0.05,"PE(38:9),PE(dO-40:9),PE(37:2),PE(O-38:2),PE(P-38:1)",1.1183,4.0546,0.000,0.004,1.1926,<0.05,12524,E2,-1.22E-17
PFHxS,1,PE,<0.05,"PE(39:4),PE(O-40:4),PE(P-40:3)",0.71424,2.4616,0.015,0.032,-3.4784,<0.05,12524,E2,1.26E-16
PFHxS,1,PE,<0.05,"PE(39:5),PE(O-40:5),PE(P-40:4)",0.82022,2.967,0.004,0.018,-2.2093,<0.05,12524,E2,4.25E-16
PFHxS,1,PE,<0.05,"PE(39:6),PE(O-40:6),PE(P-40:5)",0.55266,2.5995,0.010,0.029,-3.153,<0.05,12524,E2,-8.78E-17
PFHxS,1,PE,NA,"PE(39:7),PE(P-40:6),PE(38:0),PE(O-39:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,1,PE,<0.05,"PE(40:10),PE(39:3),PE(O-40:3),PE(P-40:2)",0.70548,2.4782,0.014,0.032,-3.44,<0.05,12524,E2,7.70E-17
PFHxS,1,PE,<0.05,PE(40:4),0.72913,2.6323,0.009,0.029,-3.0733,<0.05,12524,E2,3.49E-16
PFHxS,1,PE,<0.05,PE(40:5),0.80403,3.0231,0.003,0.017,-2.0557,<0.05,12524,E2,3.11E-16
PFHxS,1,PE,<0.05,"PE(40:6),PE(dO-40:0)",0.69269,3.4345,0.001,0.008,-0.85389,<0.05,12524,E2,2.55E-16
PFHxS,1,PE,<0.05,"PE(40:7),PE(39:0),PE(O-40:0)",0.58566,3.1124,0.002,0.014,-1.8059,<0.05,12524,E2,-2.71E-16
PFHxS,1,PE,<0.1,"PE(40:8),PE(39:1),PE(O-40:1),PE(P-40:0)",0.48579,1.9894,0.049,0.081,-4.4682,<0.1,12524,E2,1.75E-16
PFHxS,1,PE,<0.1,"PE(40:9),PE(39:2),PE(O-40:2),PE(P-40:1)",0.5922,2.2535,0.026,0.052,-3.9386,<0.1,12524,E2,-4.37E-16
PFHxS,1,PE,<0.1,"PE(42:9),PE(41:2),PE(O-42:2),PE(P-42:1)",0.60433,2.1916,0.030,0.058,-4.0681,<0.1,12524,E2,5.34E-16
PFHxS,1,PE,<0.1,"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",0.5903,2.0768,0.040,0.071,-4.2998,<0.1,12524,E2,-1.01E-16
PFHxS,1,PE,<0.05,"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",0.63861,2.8509,0.005,0.021,-2.5193,<0.05,12524,E2,1.02E-17
PFHxS,1,PE,<0.05,"PE(O-40:9),PE(38:2),PE(P-39:1)",0.68123,2.4588,0.015,0.032,-3.4849,<0.05,12524,E2,5.87E-18
PFHxS,2,PS,NA,PS(38:4),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,2,SM,<0.1,SM(d16:0/20:0),0.55655,2.551,0.012,0.070,-3.007,<0.1,12524,E2,-1.04E-16
PFHxS,2,SM,<0.1,SM(d16:0/22:0),0.66412,2.4232,0.017,0.070,-3.2967,<0.1,12524,E2,-4.11E-17
PFHxS,2,SM,<0.1,SM(d16:1/17:0),0.67632,2.3525,0.020,0.070,-3.4512,<0.1,12524,E2,6.26E-17
PFHxS,2,SM,<0.1,SM(d16:1/18:0),0.46693,2.0673,0.040,0.089,-4.0305,<0.1,12524,E2,1.01E-16
PFHxS,2,SM,<0.1,SM(d16:1/20:0),0.67399,2.8692,0.005,0.070,-2.2265,<0.1,12524,E2,-2.64E-16
PFHxS,2,SM,NA,SM(d16:1/20:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,2,SM,<0.1,SM(d16:1/23:0),0.66251,2.6012,0.010,0.070,-2.8894,<0.1,12524,E2,3.10E-16
PFHxS,2,SM,<0.1,SM(d16:1/24:0),0.83889,3.2447,0.001,0.060,-1.2008,<0.1,12524,E2,1.95E-16
PFHxS,2,SM,<0.1,SM(d16:1/24:1),0.54969,2.5744,0.011,0.070,-2.9523,<0.1,12524,E2,-1.31E-16
PFHxS,2,SM,<0.1,SM(d16:1/25:0),0.70928,2.4582,0.015,0.070,-3.2188,<0.1,12524,E2,1.76E-16
PFHxS,2,SM,<0.1,SM(d17:1/24:1),0.59018,2.1421,0.034,0.086,-3.8855,<0.1,12524,E2,3.38E-16
PFHxS,2,SM,NA,SM(d17:1/26:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,2,SM,<0.1,SM(d18:0/15:0),0.64024,2.1444,0.034,0.086,-3.881,<0.1,12524,E2,-3.67E-16
PFHxS,2,SM,<0.1,SM(d18:0/24:0),0.63411,2.1687,0.032,0.086,-3.8326,<0.1,12524,E2,-2.83E-16
PFHxS,2,SM,<0.1,SM(d18:0/24:1),0.67129,2.5704,0.011,0.070,-2.9617,<0.1,12524,E2,-7.11E-17
PFHxS,2,SM,<0.1,SM(d18:1/17:0),0.62354,2.291,0.023,0.075,-3.582,<0.1,12524,E2,-1.16E-16
PFHxS,2,SM,<0.1,SM(d18:1/19:0),0.78572,2.7842,0.006,0.070,-2.443,<0.1,12524,E2,2.66E-16
PFHxS,2,SM,<0.1,SM(d18:1/24:1(15Z)),0.50767,2.1057,0.037,0.086,-3.9566,<0.1,12524,E2,2.44E-16
PFHxS,2,SM,NA,SM(d18:1/25:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,2,SM,<0.1,SM(d18:2/20:1),0.58584,2.1194,0.036,0.086,-3.9301,<0.1,12524,E2,-1.79E-15
PFHxS,2,SM,<0.1,SM(d18:2/21:0),0.59885,2.3606,0.019,0.070,-3.4338,<0.1,12524,E2,1.89E-16
PFHxS,2,SM,<0.1,SM(d18:2/24:1),0.63173,2.4111,0.017,0.070,-3.3235,<0.1,12524,E2,1.83E-16
PFHxS,3,CE,NA,CE(15:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(32:0)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
